timestamp,price
2024-09-27 03:21:00,64961.98
2024-09-27 03:22:00,64962.57
2024-09-27 03:23:00,64979.99
2024-09-27 03:24:00,65006.7
2024-09-27 03:25:00,65006.7
2024-09-27 03:26:00,64979.99
2024-09-27 03:27:00,64984.0
2024-09-27 03:28:00,65001.99
2024-09-27 03:29:00,65011.62
2024-09-27 03:30:00,65016.0
2024-09-27 03:31:00,65031.99
2024-09-27 03:32:00,65068.66
2024-09-27 03:33:00,65146.04
2024-09-27 03:34:00,65102.01
2024-09-27 03:35:00,65136.0
2024-09-27 03:36:00,65146.02
2024-09-27 03:37:00,65195.88
2024-09-27 03:38:00,65339.99
2024-09-27 03:39:00,65264.6
2024-09-27 03:40:00,65280.0
2024-09-27 03:41:00,65247.98
2024-09-27 03:42:00,65271.99
2024-09-27 03:43:00,65285.53
2024-09-27 03:44:00,65286.0
2024-09-27 03:45:00,65263.25
2024-09-27 03:46:00,65316.33
2024-09-27 03:47:00,65315.99
2024-09-27 03:48:00,65308.71
2024-09-27 03:49:00,65304.0
2024-09-27 03:50:00,65325.59
2024-09-27 03:51:00,65347.04
2024-09-27 03:52:00,65354.34
2024-09-27 03:53:00,65372.0
2024-09-27 03:54:00,65399.66
2024-09-27 03:55:00,65399.99
2024-09-27 03:56:00,65395.98
2024-09-27 03:57:00,65377.21
2024-09-27 03:58:00,65365.99
2024-09-27 03:59:00,65366.01
2024-09-27 04:00:00,65337.77
2024-09-27 04:01:00,65370.0
2024-09-27 04:02:00,65389.98
2024-09-27 04:03:00,65420.52
2024-09-27 04:04:00,65423.99
2024-09-27 04:05:00,65451.66
2024-09-27 04:06:00,65434.0
2024-09-27 04:07:00,65459.73
2024-09-27 04:08:00,65398.0
2024-09-27 04:09:00,65365.99
2024-09-27 04:10:00,65365.96
2024-09-27 04:11:00,65371.01
2024-09-27 04:12:00,65374.0
2024-09-27 04:13:00,65374.0
2024-09-27 04:14:00,65359.12
2024-09-27 04:15:00,65374.0
2024-09-27 04:16:00,65390.6
2024-09-27 04:17:00,65394.0
2024-09-27 04:18:00,65380.74
2024-09-27 04:19:00,65356.01
2024-09-27 04:20:00,65328.0
2024-09-27 04:21:00,65354.0
2024-09-27 04:22:00,65365.99
2024-09-27 04:23:00,65378.49
2024-09-27 04:24:00,65379.98
2024-09-27 04:25:00,65347.44
2024-09-27 04:26:00,65327.51
2024-09-27 04:27:00,65317.75
2024-09-27 04:28:00,65346.77
2024-09-27 04:29:00,65322.01
2024-09-27 04:30:00,65302.0
2024-09-27 04:31:00,65280.12
2024-09-27 04:32:00,65302.0
2024-09-27 04:33:00,65337.84
2024-09-27 04:34:00,65352.75
2024-09-27 04:35:00,65363.51
2024-09-27 04:36:00,65338.92
2024-09-27 04:37:00,65291.32
2024-09-27 04:38:00,65306.0
2024-09-27 04:39:00,65331.41
2024-09-27 04:40:00,65342.0
2024-09-27 04:41:00,65359.72
2024-09-27 04:42:00,65383.99
2024-09-27 04:43:00,65342.01
2024-09-27 04:44:00,65350.0
2024-09-27 04:45:00,65320.83
2024-09-27 04:46:00,65373.99
2024-09-27 04:47:00,65324.98
2024-09-27 04:48:00,65335.99
2024-09-27 04:49:00,65321.33
2024-09-27 04:50:00,65302.0
2024-09-27 04:51:00,65281.07
2024-09-27 04:52:00,65321.33
2024-09-27 04:53:00,65349.27
2024-09-27 04:54:00,65320.01
2024-09-27 04:55:00,65284.01
2024-09-27 04:56:00,65300.0
2024-09-27 04:57:00,65315.49
2024-09-27 04:58:00,65303.95
2024-09-27 04:59:00,65303.96
2024-09-27 05:00:00,65272.73
2024-09-27 05:01:00,65255.99
2024-09-27 05:02:00,65268.0
2024-09-27 05:03:00,65272.68
2024-09-27 05:04:00,65303.94
2024-09-27 05:05:00,65320.0
2024-09-27 05:06:00,65308.0
2024-09-27 05:07:00,65294.75
2024-09-27 05:08:00,65292.71
2024-09-27 05:09:00,65320.0
2024-09-27 05:10:00,65319.99
2024-09-27 05:11:00,65330.33
2024-09-27 05:12:00,65336.0
2024-09-27 05:13:00,65316.87
2024-09-27 05:14:00,65310.0
2024-09-27 05:15:00,65268.01
2024-09-27 05:16:00,65235.99
2024-09-27 05:17:00,65242.61
2024-09-27 05:18:00,65228.29
2024-09-27 05:19:00,65255.99
2024-09-27 05:20:00,65224.57
2024-09-27 05:21:00,65254.28
2024-09-27 05:22:00,65268.01
2024-09-27 05:23:00,65254.01
2024-09-27 05:24:00,65248.33
2024-09-27 05:25:00,65240.01
2024-09-27 05:26:00,65221.77
2024-09-27 05:27:00,65204.0
2024-09-27 05:28:00,65198.0
2024-09-27 05:29:00,65198.0
2024-09-27 05:30:00,65196.65
2024-09-27 05:31:00,65178.73
2024-09-27 05:32:00,65166.01
2024-09-27 05:33:00,65146.92
2024-09-27 05:34:00,65119.49
2024-09-27 05:35:00,65128.12
2024-09-27 05:36:00,65107.99
2024-09-27 05:37:00,65121.99
2024-09-27 05:38:00,65149.99
